EMPLOYMENT & ECONOMY,BENEFITS,E&E1.0,"Job Seeker's Allowance
Fiscal benefit from a workless claimant entering work",Multiple,DWP,Per claimant per year,9800,2012/13," £10,025 ","The Department for Work and Pensions Social Cost-Benefit Analysis framework (Working Paper 86) / response to parliamentary questions (HC Deb 6 February 2013, vol 558, col 352W)",G,"This is the fiscal benefit from a Job Seekers' Allowance claimant entering work.  As shown in the constituent cost lines below, it comprises savings in benefits payments accruing to the Department for Work and Pensions' Annually Managed Expenditure / HM Treasury), and savings to the NHS related to a reduction in health care costs associated with being ou of work.  Note that the monetisation figures  are based on entry to employment for a 12 month continuous period.  Not all individuals entering employment will stay in a job indefinitely, and therefore an assessment of the length of employment should be included when calculating the impact of an intervention.  There is an additional economic impact of entering employment, related to increased earnings - this is monetised as £4,335 per annum (2012/13 prices).",https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/214384/WP86.pdf
EMPLOYMENT & ECONOMY,BENEFITS,E&E1.0.1,"Job Seekers' Allowance
Fiscal benefit from a workless claimant entering work - benefits payments",DWP,HM Treasury,Per claimant per year,9234,2012/13," £9,446 ","The Department for Work and Pensions Social Cost-Benefit Analysis framework (Working Paper 86) / response to parliamentary questions (HC Deb 6 February 2013, vol 558, col 352W)",G,See note to headline cost above,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/214384/WP86.pdf
EMPLOYMENT & ECONOMY,BENEFITS,E&E1.0.2,"Job Seekers' Allowance
Fiscal benefit from a workless claimant entering work - improved health",NHS,,Per claimant per year,566,2012/13, £579 ,"The Department for Work and Pensions Social Cost-Benefit Analysis framework (Working Paper 86) / response to parliamentary questions (HC Deb 6 February 2013, vol 558, col 352W)",G,See note to headline cost above,https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/214384/WP86.pdf
EMPLOYMENT & ECONOMY,BENEFITS,E&E1.1,"Job Seeker's Allowance
Income based Jobseekers Allowance - couple both 16-17",DWP,JCP,Per week,56.25,2012/13, £58 ,Department for Work and Pensions Benefit & Pension Rates 2012 (DirectGov August 2012),G,,
EMPLOYMENT & ECONOMY,BENEFITS,E&E1.2,"Job Seeker's Allowance
Income based Jobseekers Allowance - couple both 16-17 (Higher rate)",DWP,JCP,Per week,84.95,2012/13, £87 ,Department for Work and Pensions Benefit & Pension Rates 2012 (DirectGov August 2012),G,,
EMPLOYMENT & ECONOMY,BENEFITS,E&E1.3,"Job Seeker's Allowance
Income based Jobseekers Allowance - couple one 16-17 one 18-24",DWP,JCP,Per week,56.25,2012/13, £58 ,Department for Work and Pensions Benefit & Pension Rates 2012 (DirectGov August 2012),G,,
EMPLOYMENT & ECONOMY,BENEFITS,E&E1.4,"Job Seeker's Allowance
Income based Jobseekers Allowance - couple one 16-17 one 25 or over",DWP,JCP,Per week,71,2012/13, £73 ,Department for Work and Pensions Benefit & Pension Rates 2012 (DirectGov August 2012),G,,
EMPLOYMENT & ECONOMY,BENEFITS,E&E1.5,"Job Seeker's Allowance
Income based Jobseekers Allowance - couple both 18 or over",DWP,JCP,Per week,111.45,2012/13, £114 ,Department for Work and Pensions Benefit & Pension Rates 2012 (DirectGov August 2012),G,,
EMPLOYMENT & ECONOMY,BENEFITS,E&E1.6,"Job Seeker's Allowance
Income based allowance - single 16-24",DWP,JCP,Per week,56.25,2011/12, £58 ,Department for Work and Pensions Benefit & Pension Rates 2012 (DirectGov August 2012),G,,
EMPLOYMENT & ECONOMY,BENEFITS,E&E1.7,"Job Seeker's Allowance
Income based allowance - single 25 or over",DWP,JCP,Per week,71,2011/12, £74 ,Department for Work and Pensions Benefit & Pension Rates 2012 (DirectGov August 2012),G,,
